,harmonic_centrality,eigenvector_centrality,degree_centrality,betweenness_centrality,closeness_centrality,load_centrality,information_centrality,second_order_centrality,current_flow_closeness_centrality,current_flow_betweenness_centrality,approximate_current_flow_betweenness_centrality,communicability_betweenness_centrality
MMMm_Neuron,0.0010766005819350163,0.015301401964921838,-0.0008617407543487445,-0.001865520838075086,5.23980585058432e-05,-0.0018722112453919953,-0.0003822247221755296,0.00012423754108462182,-0.0003822247221755296,-0.00019966307304190829,-0.25376724619000735,-0.000712660048906174
MMSAD1m_Neuron,0.0010766005819350163,0.01685009351819449,-0.0008617407543487445,-0.0018660760500210487,5.23980585058432e-05,-0.001871716115917235,-0.0003920401408149828,0.00012533120479916413,-0.0003920401408149828,-0.0001899897196361946,0.23704829405101593,-0.0007155383134174832
MMSAD3m_Neuron,0.0010766005819350163,0.015301401964921838,-0.0008617407543487445,-0.001865520838075086,5.23980585058432e-05,-0.0018722112453919953,-0.0003822247221755296,0.00012423754108462182,-0.0003822247221755296,-0.00019966307304190829,-465433994.36190826,-0.000712660048906174
MTHFCm_Neuron,0.0010766005819350163,0.015329608378958463,-0.0008617407543487445,-0.0018647276792198863,5.23980585058432e-05,-0.0018716335943857589,-0.0003332114767342504,0.0001223236238272797,-0.0003332114767342504,-0.00018053151055727525,0.17977544297764536,-0.0007127666510002273
MTHFDm_Neuron,0.0010766005819350163,0.015127692896644345,-0.0008617407543487445,-0.0018653622062037218,5.23980585058432e-05,-0.001871220986932021,-0.0003933204270115329,0.00012651600445678948,-0.0003933204270115329,-0.00016025428637229724,0.10203775673045921,-0.0007122336407571103
NABTNOm_Neuron,0.001161018606330433,0.04836001530446347,-0.0009112182517443844,-0.002928370473181055,0.00031067203892578676,-0.0019230471425789762,-0.00011155358873551781,-0.003973681828503204,-0.00011155358873551781,-0.007448797365521814,0.06430583181382897,-0.001547410475629894
NADH2-u10m_Neuron,0.03763126769496634,0.30304340314724626,0.05930627634053338,0.059613444006679304,0.03296310577508047,0.05961041181090274,0.043653817844327536,0.011816137694044656,0.043653817844327536,0.04924285737930522,0.46535993460250413,0.06114925859900298
NDPK10m_Neuron,0.0012450057958460947,0.24561370940270974,-0.0008321279578239544,-0.0019190619643486432,0.00010076561742069992,-0.0019116581327924074,7.528917347168448e-05,-0.0003765471239742951,7.528917347168448e-05,-0.001783596892894868,0.2539601151861751,-0.00045474949639425546
NDPK1m_Neuron,0.0010699332000922285,0.09585364518172268,-0.0008783912890961876,-0.0012898593806412255,5.2333132463299093e-05,-0.0014327289229455601,-0.0003752747906690441,0.00012533120479916413,-0.0003752747906690441,-0.0007652703183355329,-0.02757230868518766,-0.001107456650990211
NDPK2m_Neuron,0.0010699332000922285,0.09181972016524365,-0.0008783912890961876,-0.0012814616194886874,5.2333132463299093e-05,-0.0014260505792254758,-0.0003756405741302914,0.00012542234333416116,-0.0003756405741302914,-0.0007572359254399644,0.20748811630605038,-0.0011003087258478438
NDPK3m_Neuron,0.0010699332000922285,0.08803244904745702,-0.0008783912890961876,-0.0012912062044994211,5.2333132463299093e-05,-0.0014336358653819796,-0.000373994550661093,0.00012414640233374084,-0.000373994550661093,-0.0007893025313953293,0.14566747770837302,-0.0011090569467226445
NDPK4m_Neuron,0.001628018189709419,0.030209998985083607,-7.290289595474334e-05,-0.002313459552277524,0.0007544046082072737,-0.001971659667899623,0.0005576991185250355,-0.0032878442322060043,0.0005576991185250355,-0.006959199019907632,-0.21267897062380126,0.0002797795477638442
NDPK5m_Neuron,0.0008601152372497217,0.0,-0.0009489243404856549,-0.0020069611392082927,0.0005606403357585419,-0.0019200760715852795,-0.00034735410929345154,0.0008039436048044076,-0.00034735410929345154,-0.0010444738499727883,0.022097305834963294,-0.0007044517558670092
NDPK6m_Neuron,0.0011530190896780282,5.0951810929860474e-05,-0.0009489243404856549,-0.002033619532376002,0.0011089905222106072,-0.0019261832921886545,0.002972593793072174,0.00028115382613899513,0.002972593793072174,-0.0008764738252197996,-0.23570171796920356,-0.0006927258565385334
