X1,index,fluxes,reduced_costs,Reaction,Node
0.7453642011164089,BDHm,0,0,bhb[mA] + nad[mA] <=> acac[mA] + h[mA] + nadh[mA],Astrocyte
0.7461541268889756,BETALDHxm,0,0,betald[mA] + h2o[mA] + nad[mA] --> glyb[mA] + 2.0 h[mA] + nadh[mA],Astrocyte
0.7469397248006335,BHBt,0,0,bhb[e] + h[e] <=> bhb[cA] + h[cA],Astrocyte
0.7477210420134299,BHBtm,0,0,bhb[cA] + h[cA] <=> bhb[mA] + h[mA],Astrocyte
0.7484981249227243,BTNDm,0,0,biocyt[mA] + h2o[mA] --> btn[mA] + lys-L[mA],Astrocyte
0.7492710191737151,BTNPLm,0,0,apoC-Lys[mA] + btamp[mA] --> amp[mA] + apoC-Lys_btn[mA] + h[mA],Astrocyte
0.7500397696775248,BTNt2,2.83883628294795e-15,0,btn[e] + h[e] <=> btn[cA] + h[cA],Astrocyte
0.7508044206268557,BTNt2m,0,0,btn[cA] + h[cA] <=> btn[mA] + h[mA],Astrocyte
0.7515650155112314,BTNt4i,2.83883628294795e-15,5.357778057766869e-16,btn[e] + h[cA] --> btn[cA] + h[e],Astrocyte
0.7523215971318349,C160CPT2,0,0,coa[mA] + pmtcrn[mA] --> crn[mA] + pmtcoa[mA],Astrocyte
0.7530742076159579,C160CRNt,0,0,pmtcrn[cA] --> pmtcrn[mA],Astrocyte
0.7538228884310746,C204CPT2,0,0,arachdcrn[mA] + coa[mA] --> arachdcoa[mA] + crn[mA],Astrocyte
0.7545676803985465,C226CPT2,0,0,c226crn[mA] + coa[mA] --> c226coa[mA] + crn[mA],Astrocyte
0.7553086237069773,C2M26DCOAHLm,0,0,c2m26dcoa[mA] + h2o[mA] <=> 3h26dm5coa[mA],Astrocyte
0.7560457579252213,CATm,1.4099896284385297e-16,2.994740573773621e-16,2.0 h2o2[mA] --> 2.0 h2o[mA] + o2[mA],Astrocyte
0.7567791220150604,CBL2tm,0,0,cbl2[cA] --> cbl2[mA],Astrocyte
0.75750875434356,CBLATm,0,0,atp[mA] + cbl1[mA] + h[mA] <=> adocbl[mA] + pppi[mA],Astrocyte
0.7582346926951093,CDPDAGtm,0,0,cdpdag_hs[cA] <=> cdpdag_hs[mA],Astrocyte
0.7589569742831613,CDSm,0,0,ctp[mA] + h[mA] + pa_hs[mA] --> cdpdag_hs[mA] + ppi[mA],Astrocyte
0.7596756357616763,CHSTEROLt3,0,0,chsterol[cA] <=> chsterol[mA],Astrocyte
0.7603907132362823,CITRtm,0,0,citr-L[mA] <=> citr-L[cA],Astrocyte
0.7611022422751564,CITtam,0,0,cit[cA] + mal-L[mA] <=> cit[mA] + mal-L[cA],Astrocyte
0.7618102579196387,CITtbm,0,0,cit[cA] + pep[mA] <=> cit[mA] + pep[cA],Astrocyte
0.7625147946945865,CK,0,0,atp[mA] + creat[mA] <=> adp[mA] + pcreat[mA],Astrocyte
0.7632158866184727,CO2t,0.6094749014313905,0,co2[e] <=> co2[cA],Astrocyte
0.7639135672132414,CO2tm,8.46090349651535e-15,2.6203980020519184e-16,co2[cA] <=> co2[mA],Astrocyte
0.7646078695139235,COQ3m,0,7.486851434434052e-17,2dpmhobq[mA] + amet[mA] --> ahcys[mA] + h[mA] + q10[mA],Astrocyte
0.7652988260780199,COQ5m,0,0,2dp6mobq[mA] + amet[mA] --> 2dp6mobq_me[mA] + ahcys[mA] + h[mA],Astrocyte
0.7659864689946623,COQ6m,0,0,2dp6mep[mA] + o2[mA] --> 2dp6mobq[mA] + h2o[mA],Astrocyte
0.7666708298935524,COQ7m,0,0,2dp6mobq_me[mA] + h[mA] + nadph[mA] + o2[mA] --> 2dpmhobq[mA] + h2o[mA] + nadp[mA],Astrocyte
0.7673519399536912,COUCOAFm,0,0,T4hcinnm[mA] + atp[mA] + coa[mA] --> amp[mA] + coucoa[mA] + ppi[mA],Astrocyte
0.7680298299119007,CPPPGO,0,0,cpppg3[cA] + 2.0 h[cA] + o2[cA] --> 2.0 co2[cA] + 2.0 h2o[cA] + pppg9[cA],Astrocyte
0.7687045300711451,CRNt,0,0,crn[e] <=> crn[cA],Astrocyte
0.7693760703086587,CRNtim,0,0,crn[mA] --> crn[cA],Astrocyte
0.7700444800838817,CSNAT2m,0,0,coa[mA] + pcrn[mA] <=> crn[mA] + ppcoa[mA],Astrocyte
0.7707097884462146,CSNATm,0,0,acrn[mA] + coa[mA] <=> accoa[mA] + crn[mA],Astrocyte
0.7713720240425924,CSm,2.2829039880936423e-16,2.994740573773621e-16,accoa[mA] + h2o[mA] + oaa[mA] --> cit[mA] + coa[mA] + h[mA],Astrocyte
0.7720312151248838,CYANSTm,0,4.2113539318691545e-17,cyan[mA] + tsul[mA] --> h[mA] + so3[mA] + tcynt[mA],Astrocyte
0.7726873895571235,CYANt,0,0,cyan[e] <=> cyan[cA],Astrocyte
0.7733405748225766,CYANtm,0,5.61513857582554e-17,cyan[cA] <=> cyan[mA],Astrocyte
0.7739907980306462,CYOOm2,4.2384183568078134e-14,0,4.0 focytC[mA] + 8.0 h[mA] + o2[mA] --> 4.0 ficytC[mA] + 2.0 h2o[mA] + 4.0 h[cA],Astrocyte
